id_cie	cod	descrip
7221	P834	Ingurgitacion mamaria del recien nacido
7222	P835	Hidrocele congenito
7223	P836	Polipo umbilical del recien nacido
7224	P838	Otras afecciones especificadas de la piel, propias del feto y del recien nacido
7225	P839	Afeccion no especificada de la piel, propias del feto y del recien nacido
7226	P90	Convulsiones del recien nacido
7227	P91	Otras alteraciones cerebrales del recien nacido
7228	P910	Isquemia cerebral neonatal
7229	P911	Quistes periventriculares adquiridos del recien nacido
7230	P912	Leucomalacia neonatal
7231	P913	Irritabilidad cerebral neonatal
7232	P914	Depresion cerebral neonatal
7233	P915	Coma neonatal
7234	P918	Otras alteraciones cerebrales especificadas del recien nacido
7235	P919	Alteracion cerebral no especificada del recien nacido
7236	P92	Problemas de la ingestion de alimentos del recien nacido
7237	P920	Vomitos del recien nacido
7238	P921	Regurgitacion y rumiacion del recien nacido
7239	P922	Lentitud en la ingestion de alimentos del recien nacido
7240	P923	Hipoalimentacion del recien nacido
7241	P924	Hiperalimentacion del recien nacido
7242	P925	Dificultad neonatal en la lactancia materna
7243	P928	Otros problemas de alimentacion del recien nacido
7244	P929	Problema no especificado de la alimentacion del recien nacido
7245	P93	Reacciones e intoxicaciones debidas a drogas administradas al feto y al recien nacido
7246	P94	Trastornos del tono muscular en el recien nacido
7247	P940	Miastenia grave neonatal transitoria
7248	P941	Hipertonia congenita
7249	P942	Hipotonia congenita
7250	P948	Otros trastornos del tono muscular en el recien nacido
7251	P949	Trastorno no especificado del tono muscular en el recien nacido
7252	P95	Muerte fetal de causa no especificada
7253	P96	Otras afecciones originadas en el periodo perinatal
7254	P960	Insuficiencia renal congenita
7255	P961	Sintomas neonatales de abstinencia por drogadiccion materna
7256	P962	Sintomas de abstinencia por el uso terapeutico de drogas en el recien nacido
7257	P963	Amplitud de la suturas craneales del recien nacido
7258	P964	Terminacion del embarazo, que afecta al feto y al recien nacido
7259	P965	Complicaciones de procedimientos intrauterinos, no clasificados en otra parte
7260	P968	Otras afecciones especificadas originadas en el periodo perinatal
7261	P969	Afeccion no especificada originada en el periodo perinatal
7262	Q00	Anencefalia y malformaciones congenitas similares
7263	Q000	Anencefalia
7264	Q001	Craneorraquisquisis
7265	Q002	Iniencefalia
7266	Q01	Encefalocele
7267	Q010	Encefalocele frontal
7268	Q011	Encefalocele nasofrontal
7269	Q012	Encefalocele occipital
7270	Q018	Encefalocele de otros sitios
7271	Q019	Encefalocele, no especificado
7272	Q02	Microcefalia
7273	Q03	Hidrocefalo congenito
7274	Q030	Malformaciones del acueducto de silvio
7275	Q031	Atresia de los agujeros de magendie y de luschka
7276	Q038	Otros hidrocefalos congenitos
7277	Q039	Hidrocefalo congenito, no especificado
7278	Q04	Otras malformaciones congenitas del encefalo
7279	Q040	Malformaciones congenitas del cuerpo calloso
7280	Q041	Arrinencefalia
7281	Q042	Holoprosencefalia
7282	Q043	Otras anomalias hipoplasicas del encefalo
7283	Q044	Displasia opticoseptal
7284	Q045	Megalencefalia
7285	Q046	Quistes cerebrales congenitos
7286	Q048	Otras malformaciones congenitas del encefalo, especificadas
7287	Q049	Malformacion congenita del encefalo, no especificada
7288	Q05	Espina bifida
7289	Q050	Espina bifida cervical con hidrocefalo
7290	Q051	Espina bifida toracica con hidrocefalo
7291	Q052	Espina bifida lumbar con hidrocefalo
7292	Q053	Espina bifida sacra con hidrocefalo
7293	Q054	Espina bifida con hidrocefalo, sin otra especificacion
7294	Q055	Espina bifida cervical sin hidrocefalo
7295	Q056	Espina bifida toracica sin hidrocefalo
7296	Q057	Espina bifida lumbar sin hidrocefalo
7297	Q058	Espina bifida sacra sin hidrocefalo
7298	Q059	Espina bifida, no especificada
7299	Q06	Otras malformaciones congenitas de la medula espinal
7300	Q060	Amielia
7301	Q061	Hipoplasia y displasia de la medula espinal
7302	Q062	Diastematomielia
7303	Q063	Otras anomalias congenitas de la cola de caballo
7304	Q064	Hidromielia
7305	Q068	Otras malformaciones congenitas especificadas de la medula espinal
7306	Q069	Malformacion congenita de la medula espinal, no especificada
7307	Q07	Otras malformaciones congenitas del sistema nervioso
7308	Q070	Sindrome de arnold
7309	Q078	Otras malformaciones congenitas del sistema nervioso, especificadas
7310	Q079	Malformacion congenita del sistema nervioso, no especificada
7311	Q10	Malformaciones congenitas de los parpados, del aparato lagrimal y de la orbita
7312	Q100	Blefaroptosis congenita
7313	Q101	Ectropion congenito
7314	Q102	Entropion congenito
7315	Q103	Otras malformaciones congenitas de los parpados
7316	Q104	Ausencia y agenesia del aparato lagrimal
7317	Q105	Estenosis y estrechez congenitas del conducto lagrimal
7318	Q106	Otras malformaciones congenitas del aparato lagrimal
7319	Q107	Malformacion congenita de la orbita
7320	Q11	Anoftalmia, microftalmia y macroftalmia
7321	Q110	Globo ocular quistico
7322	Q111	Otras anoftalmias
7323	Q112	Microftalmia
7324	Q113	Macroftalmia
7325	Q12	Malformaciones congenitas del cristalino
7326	Q120	Catarata congenita
7327	Q121	Desplazamiento congenito del cristalino
7328	Q122	Coloboma del cristalino
7329	Q123	Afaquia congenita
7330	Q124	Esferofaquia
7331	Q128	Otras malformaciones congenitas del cristalino
7332	Q129	Malformacion congenita del cristalino, no especificada
7333	Q13	Malformaciones congenitas del segmento anterior del ojo
7334	Q130	Coloboma del iris
7335	Q131	Ausencia del iris
7336	Q132	Otras malformaciones del iris
7337	Q133	Opacidad corneal congenita
7338	Q134	Otras malformaciones congenitas de la cornea
7339	Q135	Esclerotica azul
7340	Q138	Otras malformaciones congenitas del segmento anterior del ojo
7341	Q139	Malformacion congenita del segmento anterior del ojo, no especificada
7342	Q14	Malformaciones congenitas del segmento posterior del ojo
7343	Q140	Malformacion congenita del humor vitreo
7344	Q141	Malformacion congenita de la retina
7345	Q142	Malformacion congenita del disco optico
7346	Q143	Malformacion congenita de la coroides
7347	Q148	Otras malformaciones congenitas del segmento posterior del ojo
7348	Q149	Malformacion congenita del segmento posterior del ojo, no especificada
7349	Q15	Otras malformaciones congenitas del ojo
7350	Q150	Glaucoma congenito
7351	Q158	Otras malformaciones congenitas del ojo, especificadas
7352	Q159	Malformaciones congenitas del ojo, no especificadas
7353	Q16	Malformaciones congenitas del oido que causan alteracion de la audicion
7354	Q160	Ausencia congenita del pabellon (de la oreja)
7355	Q161	Ausencia congenita, atresia o estrechez del conducto auditivo (externo)
7356	Q162	Ausencia de la trompa de eustaquio
7357	Q163	Malformacion congenita de los huesillos del oido
7358	Q164	Otras malformaciones congenitas del oido medio
7359	Q165	Malformacion congenita del oido interno
7360	Q169	Malformacion congenita del oido que causa alteracion de la audicion, sin otra especificacion
7361	Q17	Otras malformaciones congenitas del oido
7362	Q170	Oreja supernumeraria
7363	Q171	Macrotia
7364	Q172	Microtia
7365	Q173	Otras deformidades del pabellon auricular
7366	Q174	Anomalia de la posicion de la oreja
7367	Q175	Oreja prominente
7368	Q178	Otras malformaciones congenitas del oido, especificadas
7369	Q179	Malformacion congenita del oido, no especificada
7370	Q18	Otras malformaciones congenitas de la cara y del cuello
7371	Q180	Seno, fistula o quiste de la hendidura branquial
7372	Q181	Seno y quiste preauricular
7373	Q182	Otras malformaciones de las hendiduras branquiales
7374	Q183	Pterigion del cuello
7375	Q184	Macrostomia
7376	Q185	Microstomia
7377	Q186	Macroqueilia
7378	Q187	Microqueilia
7379	Q188	Otras malformaciones congenitas especificadas de cara y cuello
7380	Q189	Malformacion congenita de la cara y del cuello, no especificada
7381	Q20	Malformaciones congenitas de las camaras cardiacas y sus conexiones
7382	Q200	Tronco arterioso comun
7383	Q201	Transposicion de los grandes vasos del ventriculo derecho
7384	Q202	Transposicion de los grandes vasos del ventriculo izquierdo
7385	Q203	Discordancia de la conexion ventriculoarterial
7386	Q204	Ventriculo con doble entrada
7387	Q205	Discordancia de la conexion auriculoventricular
7388	Q206	Isomerismo de los apendices auriculares
7389	Q208	Otras malformaciones congenitas de las camaras cardiacas y sus conexiones
7390	Q209	Malformacion congenitas de las camaras cardiacas y sus conexiones, no especificada
7391	Q21	Malformaciones congenitas de los tabiques cardiacos
7392	Q210	Defecto del tabique ventricular
7393	Q211	Defecto del tabique auricular
7394	Q212	Defecto del tabique auriculoventricular
7395	Q213	Tetralogia de fallot
7396	Q214	Defecto del tabique aortopulmonar
7397	Q218	Otras malformaciones congenitas de los tabiques cardiacos
7398	Q219	Malformacion congenita del tabique cardiaco, no especificada
7399	Q22	Malformaciones congenitas de las valvulas pulmonar y tricuspide
7400	Q220	Atresia de la valvula pulmonar
7401	Q221	Estenosis congenita de la valvula pulmonar
7402	Q222	Insuficiencia congenita de la valvula pulmonar
7403	Q223	Otras malformaciones congenitas de la valvula pulmonar
7404	Q224	Estenosis congenita de la valvula tricuspide
7405	Q225	Anomalia de ebstein
7406	Q226	Sindrome de hipoplasia del corazon derecho
7407	Q228	Otras malformaciones congenitas de la valvula tricuspide
7408	Q229	Malformacion congenita de la valvula tricuspide, no especificada
7409	Q23	Malformaciones congenitas de las valvulas aortica y mitral
7410	Q230	Estenosis congenita de la valvula aortica
7411	Q231	Insuficiencia congenita de la valvula aortica
7412	Q232	Estenosis mitral congenita
7413	Q233	Insuficiencia mitral congenita
7414	Q234	Sindrome de hipoplasia del corazon izquierdo
7415	Q238	Otras malformaciones congenitas de las valvulas aortica y mitral
7416	Q239	Malformacion congenita de las valvulas aortica y mitral, no especificada
7417	Q24	Otras malformaciones congenitas del corazon
7418	Q240	Dextrocardia
7419	Q241	Levocardia
7420	Q242	Corazon triauricular
7421	Q243	Estenosis del infundibulo pulmonar
7422	Q244	Estenosis subaortica congenita
7423	Q245	Malformacion de los vasos coronarios
7424	Q246	Bloqueo cardiaco congenito
7425	Q248	Otras malformaciones congenitas del corazon, especificadas
7426	Q249	Malformacion congenita del corazon, no especificada
7427	Q25	Malformaciones congenitas de las grandes arterias
7428	Q250	Conducto arterioso permeable
7429	Q251	Coartacion de la aorta
7430	Q252	Atresia de la aorta
7431	Q253	Estenosis de la aorta
7432	Q254	Otras malformaciones congenitas de la aorta
7433	Q255	Atresia de la arteria pulmonar
7434	Q256	Estenosis de la arteria pulmonar
7435	Q257	Otras malformaciones congenitas de la arteria pulmonar
7436	Q258	Otras malformaciones congenitas de las grandes arterias
7437	Q259	Malformacion congenita de las grandes arterias, no especificada
7438	Q26	Malformaciones congenitas de las grandes venas
7439	Q260	Estenosis congenita de la vena cava
7440	Q261	Persistencia de la vena cava superior izquierda
7441	Q262	Conexion anomala total de las venas pulmonares
7442	Q263	Conexion anomala parcial de las venas pulmonares
7443	Q264	Conexion anomala de las venas pulmonares, sin otra especificacion
7444	Q265	Conexion anomala de la vena porta
7445	Q266	Fistula arteria hepatica
7446	Q268	Otras malformaciones congenitas de las grandes venas
7447	Q269	Malformacion congenita de las grandes venas, no especificada
7448	Q27	Otras malformaciones congenitas del sistema vascular periferico
7449	Q270	Ausencia de hipoplasia congenita de la arteria umbilical
7450	Q271	Estenosis congenita de la arteria renal
7451	Q272	Otras malformaciones congenitas de la arteria renal
7452	Q273	Malformacion arteriovenosa periferica
7453	Q274	Flebectasia congenita
7454	Q278	Otras malformaciones congenitas del sistema vascular periferico, especificadas
7455	Q279	Malformacion congenita del sistema vascular periferico, no especificada
7456	Q28	Otras malformaciones congenitas del sistema circulatorio
7457	Q280	Malformacion arteriovenosa de los vasos precerebrales
7458	Q281	Otras malformaciones de los vasos precerebrales
7459	Q282	Malformacion arteriovenosa de los vasos cerebrales
7460	Q283	Otras malformaciones de los vasos cerebrales
7461	Q288	Otras malformaciones congenitas del sistema circulatorio, especificadas
7462	Q289	Malformacion congenita del sistema circulatorio no especificada
7463	Q30	Malformaciones congenitas de la nariz
7464	Q300	Atresia de las coanas
7465	Q301	Agenesia o hipoplasia de la nariz
7466	Q302	Hendidura, fisura o muesca de la nariz
7467	Q303	Perforacion congenita del tabique nasal
7468	Q308	Otras malformaciones congenitas de la nariz
7469	Q309	Malformacion congenita de la nariz, no especificada
7470	Q31	Malformaciones congenitas de la laringe
7471	Q310	Pterigion de la laringe
7472	Q311	Estenosis subglotica congenita
7473	Q312	Hipoplasia laringea
7474	Q313	Laringocele
7475	Q315	Laringomalacia congenita
7476	Q318	Otras malformaciones congenitas de la laringe
7477	Q319	Malformacion congenita de la laringe, no especificada
7478	Q32	Malformaciones congenitas de la traquea y de los bronquios
7479	Q320	Traqueomalacia congenita
7480	Q321	Otras malformaciones congenitas de la traquea
7481	Q322	Broncomalacia congenita
7482	Q323	Estenosis congenita de los bronquios
7483	Q324	Otras malformaciones congenitas de los bronquios
7484	Q33	Malformaciones congenitas del pulmon
7485	Q330	Quiste pulmonar congenito
7486	Q331	Lobulo pulmonar supernumerario
7487	Q332	Secuestro del pulmon
7488	Q333	Agenesia del pulmon
7489	Q334	Bronquiectasia congenita
7490	Q335	Tejido ectopico en el pulmon
7491	Q336	Hipoplasia y displasia pulmonar
7492	Q338	Otras malformaciones congenitas del pulmon
7493	Q339	Malformacion congenita del pulmon, no especificada
7494	Q34	Otras malformaciones congenitas del sistema respiratorio
7495	Q340	Anomalia de la pleura
7496	Q341	Quiste congenito del mediastino
7497	Q348	Otras malformaciones congenitas especificadas del sistema respiratorio
7498	Q349	Malformacion congenita del sistema respiratorio, no especificada
7499	Q35	Fisura del paladar
7500	Q351	Fisura del paladar duro
7501	Q353	Fisura del paladar blando
7502	Q355	Fisura del paladar duro y del paladar blando
7503	Q357	Fisura de la uvula
7504	Q359	Fisura del paladar, sin otra especificacion
7505	Q36	Labio leporino
7506	Q360	Labio leporino, bilateral
7507	Q361	Labio leporino, linea media
7508	Q369	Labio leporino, unilateral
7509	Q37	Fisura del paladar con labio leporino
7510	Q370	Fisura del paladar duro con labio leporino bilateral
7511	Q371	Fisura del paladar duro con labio leporino unilateral
7512	Q372	Fisura del paladar blando con labio leporino bilateral
7513	Q373	Fisura del paladar blando con labio leporino unilateral
7514	Q374	Fisura del paladar duro y del paladar blando con labio leporino bilateral
7515	Q375	Fisura del paladar duro y del paladar blando con labio leporino unilateral
7516	Q378	Fisura del paladar con labio leporino bilateral, sin otra especificacion
7517	Q379	Fisura del paladar con labio leporino unilateral, sin otra especificacion
7518	Q38	Otras malformaciones congenitas de la lengua, de la boca y de la faringe
7519	Q380	Malformaciones congenitas de los labios, no clasificadas en otra parte
7520	Q381	Anquiloglosia
7521	Q382	Macroglosia
7522	Q383	Otras malformaciones congenitas de la lengua
7523	Q384	Malformaciones congenitas de las glandulas y de los conductos salivales
7524	Q385	Malformaciones congenitas del paladar, no clasificadas en otra parte
7525	Q386	Otras malformaciones congenitas de la boca
7526	Q387	Diverticulo faringeo
7527	Q388	Otras malformaciones congenitas de la laringe
7528	Q39	Malformaciones congenitas del esofago
7529	Q390	Atresia del esofago sin mencion de fistula
7530	Q391	Atresia del esofago con fistula traqueoesofagica
7531	Q392	Fistula traqueoesofagica congenita sin mencion de atresia
7532	Q393	Estrechez o estenosis congenita del esofago
7533	Q394	Pterigion del esofago
7534	Q395	Dilatacion congenita del esofago
7535	Q396	Diverticulo del esofago
7536	Q398	Otras malformaciones congenitas del esofago
7537	Q399	Malformacion congenita del esofago, no especificada
7538	Q40	Otras malformaciones congenitas de la parte superior del tubo digestivo
7539	Q400	Estenosis hipertrofica congenita del piloro
7540	Q401	Hernia hiatal congenita
7541	Q402	Otras malformaciones congenitas del estomago, especificadas
7542	Q403	Malformacion congenita del estomago, no especificada
7543	Q408	Otras malformaciones congenitas de la parte superior del tubo digestivo
7544	Q409	Malformacion congenita de la parte superior del tubo digestivo, no especificada
7545	Q41	Ausencia, atresia y estenosis congenita del intestino delgado
7546	Q410	Ausencia, atresia y estenosis congenita del duodeno
7547	Q411	Ausencia, atresia y estenosis congenita del yeyuno
7548	Q412	Ausencia, atresia y estenosis congenita del ileon
7549	Q418	Ausencia, atresia y estenosis congenita de otras partes especificadas del intestino delgado
7550	Q419	Ausencia, atresia y estenosis congenita del intestino delgado, parte no especificada
7551	Q42	Ausencia, atresia y estenosis congenita del intestino grueso
7552	Q420	Ausencia, atresia y estenosis congenita del recto, con fistula
7553	Q421	Ausencia, atresia y estenosis congenita del recto, sin fistula
7554	Q422	Ausencia, atresia y estenosis congenita del ano, con fistula
7555	Q423	Ausencia, atresia y estenosis congenita del ano, sin fistula
7556	Q428	Ausencia, atresia y estenosis congenita de otras partes del intestino grueso
7557	Q429	Ausencia, atresia y estenosis congenita del intestino grueso, parte no especificada
7558	Q43	Otras malformaciones congenitas del intestino
7559	Q430	Diverticulo de meckel
7560	Q431	Enfermedad de hirschsprung
7561	Q432	Otros trastornos funcionales congenitos del colon
7562	Q433	Malformaciones congenitas de la fijacion del intestino
7563	Q434	Duplicacion del intestino
7564	Q435	Ano ectopico
7565	Q436	Fistula congenita del recto y del ano
7566	Q437	Persistencia de la cloaca
7567	Q438	Otras malformaciones congenitas del intestino, no especificadas
7568	Q439	Malformacion congenita del intestino, no especificada
7569	Q44	Malformaciones congenitas de la vesicula biliar, de los conductos biliares y del higado
7570	Q440	Agenesia, aplasia e hipoplasia de la vesicula biliar
7571	Q441	Otras malformaciones congenitas de la vesicula biliar
7572	Q442	Atresia de los conductos biliares
7573	Q443	Estrechez y estenosis congenita de los conductos biliares
7574	Q444	Quiste del coledoco
7575	Q445	Otras malformaciones congenitas de los conductos biliares
7576	Q446	Enfermedad quistica del higado
7577	Q447	Otras malformaciones congenitas del higado
7578	Q45	Otras malformaciones congenitas del sistema digestivo
7579	Q450	Agenesia, aplasia e hipoplasia del pancreas
7580	Q451	Pancreas anular
7581	Q452	Quiste congenito del pancreas
7582	Q453	Otras malformaciones congenitas del pancreas y del conducto pancreatico
7583	Q458	Otras malformaciones congenitas del sistema digestivo, especificadas
7584	Q459	Malformacion congenita del sistema digestivo, no especificada
7585	Q50	Malformaciones congenitas de los ovarios, de las trompas de falopio y de los ligamentos anchos
7586	Q500	Ausencia congenita del ovario
7587	Q501	Quiste en desarrollo del ovario
7588	Q502	Torsion congenita del ovario
7589	Q503	Otras malformaciones congenitas de los ovarios
7590	Q504	Quiste embrionario de la trompa de falopio
7591	Q505	Quiste embrionario del ligamento ancho
7592	Q506	Otras malformaciones congenitas de la trompa de falopio y del ligamento ancho
7593	Q51	Malformaciones congenitas del utero y del cuello uterino
7594	Q510	Agenesia y aplasia del utero
7595	Q511	Duplicacion del utero con duplicacion del cuello uterino y de la vagina
7596	Q512	Otra duplicacion del utero
7597	Q513	Utero bicorne
7598	Q514	Utero unicorne
7599	Q515	Agenesia y aplasia del cuello uterino
7600	Q516	Quiste embrionario dl cuello uterino
7601	Q517	Fistula congenita entre el utero y el tracto digestivo y urinario
7602	Q518	Otra malformaciones congenitas del utero y del cuello uterino
7603	Q519	Malformacion congenita del utero y del cuello uterino, no especificada
7604	Q52	Otras malformaciones congenitas de los organos genitales feneminos
7605	Q520	Ausencia congenita de la vagina
7606	Q521	Duplicacion de la vagina
7607	Q522	Fistula rectovaginal congenita
7608	Q523	Himen imperforado
7609	Q524	Otras malformaciones congenitas de la vagina
7610	Q525	Fusion de labios de la vulva
7611	Q526	Malformacion congenita del clitoris
7612	Q527	Otras malformaciones congenitas de la vulva
7613	Q528	Otras malformaciones congenitas de los organos genitales femeninos, especificadas
7614	Q529	Malformacion congenita de los genitales femeninos, no especificada
7615	Q53	Testiculo no descendido
7616	Q530	Ectopia testicular
7617	Q531	Testiculo no descendido, unilateral
7618	Q532	Testiculo no descendido, bilateral
7619	Q539	Testiculo no descendido, sin otra especificacion
7620	Q54	Hipospadias
7621	Q540	Hipospadias del glande
7622	Q541	Hipospadias peneana
7623	Q542	Hipospadias penoscrotal
7624	Q543	Hipospadias perineal
7625	Q544	Encordamiento congenito del pene
7626	Q548	Otras hipospadias
7627	Q549	Hipospadias, no especificada
7628	Q55	Otras malformaciones congenitas de los organos genitales masculinos
7629	Q550	Ausencia y aplasia del testiculo
7630	Q551	Hipoplasia del testiculo y del escroto
7631	Q552	Otras malformaciones congenitas de los testiculos y del escroto
7632	Q553	Atresia del conducto deferente
7633	Q554	Otras malformaciones congenitas de los conductos deferentes, del epididimo, de las vesiculas seminales y de la prostata
7634	Q555	Aplasia y ausencia congenita del pene
7635	Q556	Otras malformaciones congenitas del pene
7636	Q558	Otras malformaciones congenitas de los organos genitales masculinos, especificadas
7637	Q559	Malformacion congenita de los organos genitales masculinos, no especificada
7638	Q56	Sexo indeterminado y seudohermafroditismo
7639	Q560	Hermafroditismo, no clasificado en otra parte
7640	Q561	Seudohermafroditismo masculino, no clasificado en otra parte
7641	Q562	Seudohermafroditismo femenino, no clasificado en otra parte
7642	Q563	Seudohermafroditismo, no especificado
7643	Q564	Sexo indeterminado, sin otra especificacion
7644	Q60	Agenesia renal y otras malformaciones hipoplasicas del rinon
7645	Q600	Agenesia renal, unilateral
7646	Q601	Agenesia renal, bilateral
7647	Q602	Agenesia renal, sin otra especificacion
7648	Q603	Hipoplasia renal, unilateral
7649	Q604	Hipoplasia renal, bilateral
7650	Q605	Hipoplasia renal, no especificada
7651	Q606	Sindrome de potter
7652	Q61	Enfermedad quistica del rinon
7653	Q610	Quiste renal solitario congenito
7654	Q611	Riñon poliquistico, autosomico recesivo
7655	Q612	Riñon poliquistico, autosomico dominante
7656	Q613	Riñon poliquistico, tipo no especificado
7657	Q614	Displasia renal
7658	Q615	Riñon quistico medular
7659	Q618	Otras enfermedades renales quisticas
7660	Q619	Enfermedad quistica del riñon, no especificada
7661	Q62	Defectos obstructivos congenitos de la pelvis renal y malformaciones congenitas del ureter
7662	Q620	Hidronefrosis congenita
7663	Q621	Atresia y estenosis del ureter
7664	Q622	Megaloureter congenito
7665	Q623	Otros defectos obstructivos de la pelvis renal y del ureter
7666	Q624	Agenesia del ureter
7667	Q625	Duplicacion del ureter
7668	Q626	Mala posicion del ureter
7669	Q627	Reflujo vesico
7670	Q628	Otras malformaciones congenitas del ureter
7671	Q63	Otras malformaciones congenitas del riñon
7672	Q630	Riñon supernumerario
7673	Q631	Riñon lobulado, fusionado y en herradura
7674	Q632	Riñon ectopico
7675	Q633	Hiperplasia renal y riñon gigante
7676	Q638	Otras malformaciones congenitas del riñon, especificadas
7677	Q639	Malformacion congenita del riñon, no especificada
7678	Q64	Otras malformaciones congenitas del sistema urinario
7679	Q640	Epispadias
7680	Q641	Extrofia de la vejiga urinaria
7681	Q642	Valvulas uretrales posteriores congenitas
7682	Q643	Otras atresias y estenosis de la uretra y del cuello de la vejiga
7683	Q644	Malformacion del uraco
7684	Q645	Ausencia congenita de la vejiga y de la uretra
7685	Q646	Diverticulo congenito de la vejiga
7686	Q647	Otras malformaciones congenitas de la vejiga y de la uretra
7687	Q648	Otras malformaciones congenitas del aparato urinario, especificadas
7688	Q649	Malformacion congenita del aparato urinario, no especificada
7689	Q65	Deformidades congenitas de la cadera
7690	Q650	Luxacion congenita de la cadera, unilateral
7691	Q651	Luxacion congenita de la cadera, bilateral
7692	Q652	Luxacion congenita de la cadera, no especificada
7693	Q653	Subluxacion congenita de la cadera, unilateral
7694	Q654	Subluxacion congenita de la cadera, bilateral
7695	Q655	Subluxacion congenita de la cadera, no especificada
7696	Q656	Cadera inestable
7697	Q658	Otras deformidades congenitas de la cadera
7698	Q659	Deformidad congenita de la cadera, no especificada
7699	Q66	Deformidades congenitas de los pies
7700	Q660	Talipes equinovarus
7701	Q661	Talipes calcaneovarus
7702	Q662	Metatarsus varus
7703	Q663	Otras deformidades varus congenitas de los pies
7704	Q664	Talipes calcaneovalgus
7705	Q665	Pie plano congenito
7706	Q666	Otras deformidades valgus congenitas de los pies
7707	Q667	Pie cavus
7708	Q668	Otras deformidades congenitas de los pies
7709	Q669	Deformidad congenita de los pies, no especificada
7710	Q67	Deformidades osteomusculares congenitas de la cabeza, de la cara, de la columna vertebral y del torax
7711	Q670	Asimetria facial
7712	Q671	Facies comprimida
7713	Q672	Dolicocefalia
7714	Q673	Plagiocefalia
7715	Q674	Otras deformidades congenitas del craneo, de la cara y de la mandibula
7716	Q675	Deformidad congenita de la columna vertebral
7717	Q676	Torax excavado
7718	Q677	Torax en quilla
7719	Q678	Otras deformidades congenitas del torax
7720	Q68	Otras deformidades osteomusculares congenitas
7721	Q680	Deformidad congenita del musculo esternocleidomastoideo
7722	Q681	Deformidad congenita de la mano
7723	Q682	Deformidad congenita de la rodilla
7724	Q683	Curvatura congenita del femur
7725	Q684	Curvatura congenita de la tibia y el perone
7726	Q685	Curvatura congenita de hueso(s) largo(s) del miembro inferior, sin otra especificacion
7727	Q688	Otras deformidades congenitas osteomusculares, especificadas
7728	Q69	Polidactilia
7729	Q690	Dedo(s) supernumerario(s) de la mano
7730	Q691	Pulgar(es) supernumerario(s)
7731	Q692	Dedo(s) supernumerario(s) del pie
7732	Q699	Polidactilia, no especificada
7733	Q70	Sindactilia
7734	Q700	Fusion de los dedos de la mano
7735	Q701	Membrana interdigital de la mano
7736	Q702	Fusion de los dedos del pie
7737	Q703	Membrana interdigital del pie
7738	Q704	Polisindactilia
7739	Q709	Sindactilia, no especificada
7740	Q71	Defectos por reduccion del miembro superior
7741	Q710	Ausencia congenita completa del (de los) miembro(s) superior(es)
7742	Q711	Ausencia congenita del brazo y del antebrazo con presencia de la mano
7743	Q712	Ausencia congenita del antebrazo y de la mano
7744	Q713	Ausencia congenita de la mano y el (los) dedo(s)
7745	Q714	Defecto por reduccion longitudinal del radio
7746	Q715	Defecto por reduccion longitudinal del cubito
7747	Q716	Mano en pinza de langosta
7748	Q718	Otros defectos por reduccion del (de los) miembro(s) superior(es)
7749	Q719	Defecto por reduccion del miembro superior, no especificado
7750	Q72	Defectos por reduccion del miembro inferior
7751	Q720	Ausencia congenita completa del (de los) miembro(s) inferior(es)
7752	Q721	Ausencia congenita del muslo y de la pierna con presencia del pie
7753	Q722	Ausencia congenita de la pierna y del pie
7754	Q723	Ausencia congenita del pie y dedo(s) del pie
7755	Q724	Defecto por reduccion longitudinal del femur
7756	Q725	Defecto por reduccion longitudinal de la tibia
7757	Q726	Defecto por reduccion longitudinal del perone
7758	Q727	Pie hendido
7759	Q728	Otros defectos por reduccion del (de los) miembro(s) inferior(es)
7760	Q729	Defecto por reduccion del miembro inferior, no especificado
7761	Q73	Defectos por reduccion de miembro no especificado
7762	Q730	Ausencia completa de miembro(s) no especificado(s)
7763	Q731	Focomelia, miembro(s) no especificado(s)
7764	Q738	Otros defectos por reduccion de miembro(s) no especificado(s)
7765	Q74	Otras anomalias congenitas del (de los) miembro(s)
7766	Q740	Otras malformaciones congenitas de (de los) miembro(s) superior(es), incluida la cintura escapular
7767	Q741	Malformacion congenita de la rodilla
7768	Q742	Otras malformaciones congenitas del (de los) miembro(s) inferior(es), incluida la cintura pelviana
7769	Q743	Artrogriposis multiple congenita
7770	Q748	Otras malformaciones congenitas especificadas del (de los) miembro(s)
7771	Q749	Malformacion congenita de miembro(s), no especificada
7772	Q75	Otras malformaciones congenitas de los huesos del craneo y de la cara
7773	Q750	Craneosinostosis
7774	Q751	Disostosis craneofacial
7775	Q752	Hipertelorismo
7776	Q753	Macrocefalia
7777	Q754	Disostosis maxilofacial
7778	Q755	Disostosis oculomaxilar
7779	Q758	Otras malformaciones congenitas especificadas de los huesos del craneo y de la cara
7780	Q759	Malformacion congenita no especificada de los huesos del craneo y de la cara
7781	Q76	Malformaciones congenitas de la columna vertebral y torax oseo
7782	Q760	Espina bifida oculta
7783	Q761	Sindrome de klippel
7784	Q762	Espondilolistesis congenita
7785	Q763	Escoliosis congenita debida a malformacion congenita osea
7786	Q764	Otra malformacion congenita de la columna vertebral, no asociada con escoliosis
7787	Q765	Costilla cervical
7788	Q766	Otras malformaciones congenitas de las costillas
7789	Q767	Malformacion congenita del esternon
7790	Q768	Otras malformaciones congenitas del torax oseo
7791	Q769	Malformacion congenita del torax oseo, no especificada
