"Nro_SIISA"	"NroRemito"	"FechaRemito"	"Botiquines"	"CodMedicamentoOL"	"Medicamento"	"UnidadesMinimas"	"LoteFabricacion"	"fechavencimiento"	"GTIN"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RI6A033"	"MEBENDAZOL COMPRIMIDOS"	216	"17121114"	30/11/2016 00:00:00	"07798154682762"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RI6A033"	"MEBENDAZOL COMPRIMIDOS"	576	"17181114"	30/11/2016 00:00:00	"07798154682762"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RI6A046"	"PARACETAMOL COMPRIMIDOS"	40	"19391114"	30/11/2016 00:00:00	"07798154682816"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RI6A046"	"PARACETAMOL COMPRIMIDOS"	120	"19401114"	30/11/2016 00:00:00	"07798154682816"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RI6A046"	"PARACETAMOL COMPRIMIDOS"	320	"19391114"	30/11/2016 00:00:00	"07798154682816"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA002"	"AMIODARONA COMPRIMIDOS"	540	"D5504"	30/6/2017 00:00:00	"07795360003589"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA004"	"AMOXICILINA COMPRIMIDOS"	105	"A5517"	30/6/2017 00:00:00	"07795360006610"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA004"	"AMOXICILINA COMPRIMIDOS"	315	"A5518"	30/6/2017 00:00:00	"07795360006610"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA004"	"AMOXICILINA COMPRIMIDOS"	840	"A5517"	30/6/2017 00:00:00	"07795360006610"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA010"	"COTRIMOXAZOL (TMP - SMX) FRASCOS X 100ML"	2	"SG006"	31/3/2017 00:00:00	"07798021293046"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA010"	"COTRIMOXAZOL (TMP - SMX) FRASCOS X 100ML"	6	"SG006"	31/3/2017 00:00:00	"07798021293046"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA010"	"COTRIMOXAZOL (TMP - SMX) FRASCOS X 100ML"	16	"SG006"	31/3/2017 00:00:00	"07798021293046"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA012"	"DIFENHIDRAMINA FRASCOS X 120 ML"	3	"514"	30/6/2017 00:00:00	"07798032934662"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA012"	"DIFENHIDRAMINA FRASCOS X 120 ML"	9	"515"	30/6/2017 00:00:00	"07798032934662"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA012"	"DIFENHIDRAMINA FRASCOS X 120 ML"	24	"514"	30/6/2017 00:00:00	"07798032934662"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA013"	"DIFENHIDRAMINA COMPRIMIDOS"	60	"X7508"	30/4/2017 00:00:00	"07795360003626"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA013"	"DIFENHIDRAMINA COMPRIMIDOS"	180	"X7508"	30/4/2017 00:00:00	"07795360003626"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA013"	"DIFENHIDRAMINA COMPRIMIDOS"	480	"X7508"	30/4/2017 00:00:00	"07795360003626"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA014"	"DIGOXINA COMPRIMIDOS"	30	"H9501"	30/4/2017 00:00:00	"07795360006948"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA014"	"DIGOXINA COMPRIMIDOS"	90	"H9501"	30/4/2017 00:00:00	"07795360006948"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA014"	"DIGOXINA COMPRIMIDOS"	240	"H9501"	30/4/2017 00:00:00	"07795360006948"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA015"	"ENALAPRIL COMPRIMIDOS"	720	"735R"	30/4/2017 00:00:00	"07798032934617"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA015"	"ENALAPRIL COMPRIMIDOS"	2160	"730R"	30/4/2017 00:00:00	"07798032934617"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA015"	"ENALAPRIL COMPRIMIDOS"	5760	"735R"	30/4/2017 00:00:00	"07798032934617"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA024"	"HIERRO (S. FERROSO) FRASCOS"	8	"7M503"	30/4/2017 00:00:00	"07795360007334"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA024"	"HIERRO (S. FERROSO) FRASCOS"	24	"7M503"	30/4/2017 00:00:00	"07795360007334"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA024"	"HIERRO (S. FERROSO) FRASCOS"	64	"7M502"	30/4/2017 00:00:00	"07795360007334"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA024"	"HIERRO (S. FERROSO) FRASCOS"	64	"7M503"	30/4/2017 00:00:00	"07795360007334"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA028"	"IBUPROFENO COMPRIMIDOS"	480	"358"	31/5/2018 00:00:00	"07798032934938"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA028"	"IBUPROFENO COMPRIMIDOS"	1440	"365"	31/5/2018 00:00:00	"07798032934938"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA028"	"IBUPROFENO COMPRIMIDOS"	3840	"358"	31/5/2018 00:00:00	"07798032934938"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA034"	"BETAMETASONA GOTAS"	3	"L9508"	30/6/2017 00:00:00	"07795360003558"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA034"	"BETAMETASONA GOTAS"	9	"L9508"	30/6/2017 00:00:00	"07795360003558"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA034"	"BETAMETASONA GOTAS"	24	"L9508"	30/6/2017 00:00:00	"07795360003558"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA037"	"METRONIDAZOL FRASCOS X 120 ML"	1	"MF119"	30/4/2017 00:00:00	"07798021292278"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA037"	"METRONIDAZOL FRASCOS X 120 ML"	3	"MF119"	30/4/2017 00:00:00	"07798021292278"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA037"	"METRONIDAZOL FRASCOS X 120 ML"	8	"MF119"	30/4/2017 00:00:00	"07798021292278"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA038"	"METRONIDAZOL OVULOS"	16	"MS036"	31/3/2017 00:00:00	"07798021292315"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA038"	"METRONIDAZOL OVULOS"	48	"MS036"	31/3/2017 00:00:00	"07798021292315"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA038"	"METRONIDAZOL OVULOS"	128	"MS036"	31/3/2017 00:00:00	"07798021292315"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA039"	"METRONIDAZOL COMPRIMIDOS"	15	"50216"	31/3/2018 00:00:00	"07798050063672"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA039"	"METRONIDAZOL COMPRIMIDOS"	45	"50216"	31/3/2018 00:00:00	"07798050063672"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA039"	"METRONIDAZOL COMPRIMIDOS"	120	"50216"	31/3/2018 00:00:00	"07798050063672"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA042"	"NISTATINA COMPRIMIDOS VAGINALES"	14	"NB091"	31/3/2017 00:00:00	"07798021293077"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA042"	"NISTATINA COMPRIMIDOS VAGINALES"	42	"NB091"	31/3/2017 00:00:00	"07798021293077"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA042"	"NISTATINA COMPRIMIDOS VAGINALES"	112	"NB091"	31/3/2017 00:00:00	"07798021293077"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA043"	"NISTATINA FRASCOS X 24 ML"	2	"50217"	30/4/2017 00:00:00	"07798050063689"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA043"	"NISTATINA FRASCOS X 24 ML"	6	"50217"	30/4/2017 00:00:00	"07798050063689"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA043"	"NISTATINA FRASCOS X 24 ML"	16	"50217"	30/4/2017 00:00:00	"07798050063689"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA045"	"PARACETAMOL FRASCOS X 20 ML"	8	"4576"	30/6/2017 00:00:00	"07791939000591"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA045"	"PARACETAMOL FRASCOS X 20 ML"	24	"4576"	30/6/2017 00:00:00	"07791939000591"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA045"	"PARACETAMOL FRASCOS X 20 ML"	64	"4576"	30/6/2017 00:00:00	"07791939000591"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA048"	"POLIVITAMINICO FRASCOS GOT X 20 ML"	12	"V6504"	30/4/2017 00:00:00	"07795360003619"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA048"	"POLIVITAMINICO FRASCOS GOT X 20 ML"	36	"V6505"	30/4/2017 00:00:00	"07795360003619"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA048"	"POLIVITAMINICO FRASCOS GOT X 20 ML"	96	"V6504"	30/4/2017 00:00:00	"07795360003619"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA049"	"RANITIDINA COMPRIMIDOS"	270	"376"	31/3/2017 00:00:00	"07798032934921"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA049"	"RANITIDINA COMPRIMIDOS"	810	"376"	31/3/2017 00:00:00	"07798032934921"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA049"	"RANITIDINA COMPRIMIDOS"	2160	"376"	31/3/2017 00:00:00	"07798032934921"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA052"	"BUDESONIDE AEROSOL BRONQUIAL"	3	"0070J006"	31/3/2017 00:00:00	"08436035566716"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA052"	"BUDESONIDE AEROSOL BRONQUIAL"	9	"0070J006"	31/3/2017 00:00:00	"08436035566716"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA052"	"BUDESONIDE AEROSOL BRONQUIAL"	24	"0070J006"	31/3/2017 00:00:00	"08436035566716"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA054"	"METFORMINA COMPRIMIDOS"	120	"080"	31/7/2017 00:00:00	"07798032934914"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA054"	"METFORMINA COMPRIMIDOS"	360	"080"	31/7/2017 00:00:00	"07798032934914"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA054"	"METFORMINA COMPRIMIDOS"	960	"080"	31/7/2017 00:00:00	"07798032934914"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA057"	"ERITROMICINA FRASCO X 5 ML"	2	"AN1215"	31/1/2017 00:00:00	"07798097891481"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA057"	"ERITROMICINA FRASCO X 5 ML"	6	"AN0115"	31/1/2017 00:00:00	"07798097891481"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA057"	"ERITROMICINA FRASCO X 5 ML"	16	"AN1215"	31/1/2017 00:00:00	"07798097891481"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA062"	"SALBUTAMOL AEROSOL BRONQUIAL"	5	"0008J042"	30/4/2018 00:00:00	"08436035566723"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA062"	"SALBUTAMOL AEROSOL BRONQUIAL"	15	"0008J042"	30/4/2018 00:00:00	"08436035566723"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA062"	"SALBUTAMOL AEROSOL BRONQUIAL"	40	"0008J042"	30/4/2018 00:00:00	"08436035566723"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA096"	"AMOXICILINA FRASCOS X 120 ML"	24	"03A104"	30/6/2017 00:00:00	"07795332010171"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA096"	"AMOXICILINA FRASCOS X 120 ML"	72	"03A108"	30/6/2017 00:00:00	"07795332010171"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA096"	"AMOXICILINA FRASCOS X 120 ML"	192	"03A103"	30/6/2017 00:00:00	"07795332010171"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA763"	"SULFAMETOXAZOL/TRIMETOPRIMA COMPRIMIDOS"	14	"BB2E"	31/5/2019 00:00:00	"07790375003739"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA763"	"SULFAMETOXAZOL/TRIMETOPRIMA COMPRIMIDOS"	42	"BB2E"	31/5/2019 00:00:00	"07790375003739"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMA763"	"SULFAMETOXAZOL/TRIMETOPRIMA COMPRIMIDOS"	112	"BB2E"	31/5/2019 00:00:00	"07790375003739"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMB017"	"ERITROMICINA COMPRIMIDOS"	40	"93489"	31/3/2017 00:00:00	"07795332004552"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMB017"	"ERITROMICINA COMPRIMIDOS"	120	"93489"	31/3/2017 00:00:00	"07795332004552"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMB017"	"ERITROMICINA COMPRIMIDOS"	320	"93489"	31/3/2017 00:00:00	"07795332004552"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMB027"	"IBUPROFENO FRASCOS X 90 ML"	24	"IB468"	31/5/2017 00:00:00	"07798021293084"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMB027"	"IBUPROFENO FRASCOS X 90 ML"	72	"IB470"	31/5/2017 00:00:00	"07798021293084"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMB027"	"IBUPROFENO FRASCOS X 90 ML"	192	"IB468"	31/5/2017 00:00:00	"07798021293084"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMB032"	"MEBENDAZOL FRASCOS X 30 ML"	8	"HK035"	31/3/2017 00:00:00	"07798021292261"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMB032"	"MEBENDAZOL FRASCOS X 30 ML"	24	"HK036"	31/3/2017 00:00:00	"07798021292261"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMB032"	"MEBENDAZOL FRASCOS X 30 ML"	64	"HK035"	31/3/2017 00:00:00	"07798021292261"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMB103"	"AMOXICILINA + ACIDO CLAVULANICO COMPRIMIDOS"	28	"D5079"	30/4/2017 00:00:00	"07798052712059"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMB103"	"AMOXICILINA + ACIDO CLAVULANICO COMPRIMIDOS"	84	"D5079"	30/4/2017 00:00:00	"07798052712059"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMB103"	"AMOXICILINA + ACIDO CLAVULANICO COMPRIMIDOS"	224	"D5079"	30/4/2017 00:00:00	"07798052712059"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMB757"	"PENICILINA BENZATINICA AMPOLLA"	2	"33876"	31/3/2018 00:00:00	"07795332010164"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMB757"	"PENICILINA BENZATINICA AMPOLLA"	6	"33876"	31/3/2018 00:00:00	"07795332010164"
"50740352180228"	"0352-00449200"	15/9/2015 10:12:51	12	"RIMC757"	"PENICILINA BENZATINICA AMPOLLA"	16	"D9504"	30/6/2017 00:00:00	"07795360007327"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RGGA001"	"ACIDO VALPROICO FRASCOS X 120 ML"	6	"A19X"	31/7/2016 00:00:00	"07790375002930"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RGGA001"	"ACIDO VALPROICO FRASCOS X 120 ML"	10	"A19X"	31/7/2016 00:00:00	"07790375002930"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RGGA018"	"ERITROMICINA FRASCOS X 100ML"	6	"93470"	30/9/2016 00:00:00	"07795332006020"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RGGA018"	"ERITROMICINA FRASCOS X 100ML"	10	"93470"	30/9/2016 00:00:00	"07795332006020"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RGGA022"	"GLIBENCLAMIDA COMPRIMIDOS"	360	"064"	31/1/2018 00:00:00	"07798030232173"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RGGA022"	"GLIBENCLAMIDA COMPRIMIDOS"	600	"064"	31/1/2018 00:00:00	"07798030232173"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RGGA059"	"ASPIRINA COMPRIMIDOS"	720	"055"	30/9/2016 00:00:00	"07798032934655"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RGGA059"	"ASPIRINA COMPRIMIDOS"	1200	"055"	30/9/2016 00:00:00	"07798032934655"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RHMB025"	"HIERRO (S. FERROSO) + A. FÓLICO COMPRIMIDOS"	360	"HN117"	31/1/2017 00:00:00	"07798021292292"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RHMB025"	"HIERRO (S. FERROSO) + A. FÓLICO COMPRIMIDOS"	600	"HN117"	31/1/2017 00:00:00	"07798021292292"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RI6A033"	"MEBENDAZOL COMPRIMIDOS"	216	"17181114"	30/11/2016 00:00:00	"07798154682762"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RI6A033"	"MEBENDAZOL COMPRIMIDOS"	360	"17181114"	30/11/2016 00:00:00	"07798154682762"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RI6A046"	"PARACETAMOL COMPRIMIDOS"	120	"19391114"	30/11/2016 00:00:00	"07798154682816"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RI6A046"	"PARACETAMOL COMPRIMIDOS"	200	"19391114"	30/11/2016 00:00:00	"07798154682816"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA004"	"AMOXICILINA COMPRIMIDOS"	315	"A5517"	30/6/2017 00:00:00	"07795360006610"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA004"	"AMOXICILINA COMPRIMIDOS"	525	"A5517"	30/6/2017 00:00:00	"07795360006610"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA010"	"COTRIMOXAZOL (TMP - SMX) FRASCOS X 100ML"	6	"SG006"	31/3/2017 00:00:00	"07798021293046"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA010"	"COTRIMOXAZOL (TMP - SMX) FRASCOS X 100ML"	10	"SG006"	31/3/2017 00:00:00	"07798021293046"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA012"	"DIFENHIDRAMINA FRASCOS X 120 ML"	9	"514"	30/6/2017 00:00:00	"07798032934662"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA012"	"DIFENHIDRAMINA FRASCOS X 120 ML"	15	"514"	30/6/2017 00:00:00	"07798032934662"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA013"	"DIFENHIDRAMINA COMPRIMIDOS"	180	"X7508"	30/4/2017 00:00:00	"07795360003626"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA013"	"DIFENHIDRAMINA COMPRIMIDOS"	300	"X7508"	30/4/2017 00:00:00	"07795360003626"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA014"	"DIGOXINA COMPRIMIDOS"	90	"H9501"	30/4/2017 00:00:00	"07795360006948"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA014"	"DIGOXINA COMPRIMIDOS"	150	"H9501"	30/4/2017 00:00:00	"07795360006948"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA015"	"ENALAPRIL COMPRIMIDOS"	2160	"730R"	30/4/2017 00:00:00	"07798032934617"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA015"	"ENALAPRIL COMPRIMIDOS"	3600	"735R"	30/4/2017 00:00:00	"07798032934617"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA024"	"HIERRO (S. FERROSO) FRASCOS"	24	"7M503"	30/4/2017 00:00:00	"07795360007334"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA024"	"HIERRO (S. FERROSO) FRASCOS"	40	"7M503"	30/4/2017 00:00:00	"07795360007334"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA028"	"IBUPROFENO COMPRIMIDOS"	1440	"358"	31/5/2018 00:00:00	"07798032934938"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA028"	"IBUPROFENO COMPRIMIDOS"	2400	"358"	31/5/2018 00:00:00	"07798032934938"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA034"	"BETAMETASONA GOTAS"	9	"L9508"	30/6/2017 00:00:00	"07795360003558"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA034"	"BETAMETASONA GOTAS"	15	"L9508"	30/6/2017 00:00:00	"07795360003558"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA037"	"METRONIDAZOL FRASCOS X 120 ML"	3	"MF119"	30/4/2017 00:00:00	"07798021292278"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA037"	"METRONIDAZOL FRASCOS X 120 ML"	5	"MF119"	30/4/2017 00:00:00	"07798021292278"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA038"	"METRONIDAZOL OVULOS"	48	"MS036"	31/3/2017 00:00:00	"07798021292315"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA038"	"METRONIDAZOL OVULOS"	80	"MS036"	31/3/2017 00:00:00	"07798021292315"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA039"	"METRONIDAZOL COMPRIMIDOS"	45	"50216"	31/3/2018 00:00:00	"07798050063672"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA039"	"METRONIDAZOL COMPRIMIDOS"	75	"50216"	31/3/2018 00:00:00	"07798050063672"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA042"	"NISTATINA COMPRIMIDOS VAGINALES"	42	"NB091"	31/3/2017 00:00:00	"07798021293077"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA042"	"NISTATINA COMPRIMIDOS VAGINALES"	70	"NB091"	31/3/2017 00:00:00	"07798021293077"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA043"	"NISTATINA FRASCOS X 24 ML"	6	"50217"	30/4/2017 00:00:00	"07798050063689"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA043"	"NISTATINA FRASCOS X 24 ML"	10	"50217"	30/4/2017 00:00:00	"07798050063689"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA045"	"PARACETAMOL FRASCOS X 20 ML"	24	"4576"	30/6/2017 00:00:00	"07791939000591"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA045"	"PARACETAMOL FRASCOS X 20 ML"	40	"4576"	30/6/2017 00:00:00	"07791939000591"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA048"	"POLIVITAMINICO FRASCOS GOT X 20 ML"	36	"V6504"	30/4/2017 00:00:00	"07795360003619"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA048"	"POLIVITAMINICO FRASCOS GOT X 20 ML"	60	"V6504"	30/4/2017 00:00:00	"07795360003619"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA049"	"RANITIDINA COMPRIMIDOS"	810	"376"	31/3/2017 00:00:00	"07798032934921"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA049"	"RANITIDINA COMPRIMIDOS"	1350	"376"	31/3/2017 00:00:00	"07798032934921"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA052"	"BUDESONIDE AEROSOL BRONQUIAL"	9	"0070J006"	31/3/2017 00:00:00	"08436035566716"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA052"	"BUDESONIDE AEROSOL BRONQUIAL"	15	"0070J006"	31/3/2017 00:00:00	"08436035566716"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA054"	"METFORMINA COMPRIMIDOS"	360	"080"	31/7/2017 00:00:00	"07798032934914"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA054"	"METFORMINA COMPRIMIDOS"	600	"080"	31/7/2017 00:00:00	"07798032934914"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA057"	"ERITROMICINA FRASCO X 5 ML"	6	"AN0115"	31/1/2017 00:00:00	"07798097891481"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA057"	"ERITROMICINA FRASCO X 5 ML"	10	"AN1215"	31/1/2017 00:00:00	"07798097891481"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA062"	"SALBUTAMOL AEROSOL BRONQUIAL"	15	"0008J042"	30/4/2018 00:00:00	"08436035566723"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA062"	"SALBUTAMOL AEROSOL BRONQUIAL"	25	"0008J042"	30/4/2018 00:00:00	"08436035566723"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA096"	"AMOXICILINA FRASCOS X 120 ML"	72	"03A105"	30/6/2017 00:00:00	"07795332010171"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA096"	"AMOXICILINA FRASCOS X 120 ML"	120	"03A104"	30/6/2017 00:00:00	"07795332010171"
"50740352180232"	"0352-00449575"	15/9/2015 10:12:51	8	"RIMA763"	"SULFAMETOXAZOL/TRIMETOPRIMA COMPRIMIDOS"	42	"BB2E"	31/5/2019 00:00:00	"07790375003739"
